cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	1185	ohe	NA	vasthouden, vastpakken	to grip, to hold, to seize	memegang	-	-	827	TRUE	hold								HOLD	1448	https://concepticon.clld.org/parameters/1448	NBL
the Sigule-Salang list	1187	cheman	NA	maken, doen	to make, to do	membuat	-	-	829	FALSE									DO OR MAKE	2575	https://concepticon.clld.org/parameters/2575	NBL
the Sigule-Salang list	1189	nisasaj	NA	wassen (van eetgerei)	to wash up (dishes, spoons, etc.)	mencuci (peralatan makanan)	-	-	831	FALSE									WASH	1453	https://concepticon.clld.org/parameters/1453	NBL
the Sigule-Salang list	1190	nisasaj	NA	wassen (van kleren)	to wash (clothes)	mencuci (pakaian)	-	-	832	FALSE									LAUNDER (WASH CLOTHES)	2503	https://concepticon.clld.org/parameters/2503	NBL
the Sigule-Salang list	1193	ènoekeu	NA	kennen	to know	tahu, mengetahui kenal	753	771	835	TRUE	know, to								KNOW	3626	https://concepticon.clld.org/parameters/3626	NBL
the Sigule-Salang list	1194	pikir	NA	denken	to think	berpikir	150	155	836	TRUE	think, to								THINK	2271	https://concepticon.clld.org/parameters/2271	NBL
the Sigule-Salang list	1195	oeila machoman	NA	weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to								KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410	NBL
the Sigule-Salang list	1197	alimboe	NA	vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE									FORGET	1523	https://concepticon.clld.org/parameters/1523	NBL
the Sigule-Salang list	1199	mengakoe	NA	bekennen	to confess	mengaku	155	160	841	FALSE									ADMIT	2022	https://concepticon.clld.org/parameters/2022	NBL
the Sigule-Salang list	1200	mèleuleng	NA	zwijgen	to be silent	diam	156	161	842	FALSE									BE SILENT	48	https://concepticon.clld.org/parameters/48	NBL
the Sigule-Salang list	1200	metaon	NA	zwijgen	to be silent	diam	156	161	842	FALSE									BE SILENT	48	https://concepticon.clld.org/parameters/48	NBL
the Sigule-Salang list	1201	euchi kòmèk	NA	prevelen	to mumble	komat-kamit	157	162	-	FALSE									MUMBLE	128	https://concepticon.clld.org/parameters/128	NBL
the Sigule-Salang list	1202	besarå	NA	spreken	to speak	berbicara	132	134	843	TRUE	speak								SPEAK	1623	https://concepticon.clld.org/parameters/1623	NBL
the Sigule-Salang list	1203	sindang²	NA	zingen	to sing	bernyanyi	146	151	844	TRUE	sing								SING	1261	https://concepticon.clld.org/parameters/1261	NBL
the Sigule-Salang list	1204	kòmèh	NA	fluisteren	to whisper	berbisik-bislk	-	-	845	FALSE									WHISPER	55	https://concepticon.clld.org/parameters/55	NBL
the Sigule-Salang list	1206	malainde	NA	roepen	to call	memanggil	147	152	847	FALSE									CALL	1084	https://concepticon.clld.org/parameters/1084	NBL
the Sigule-Salang list	1208	fafaecha	33	kunnen	to be able to	dapat, sanggup	754	772	849	FALSE			laneuchoe fafacha	not able					BE ABLE	972	https://concepticon.clld.org/parameters/972	NBL
the Sigule-Salang list	1208	denih foeila	33	kunnen	to be able to	dapat, sanggup	754	772	849	FALSE			laneuchoe fafacha	not able					BE ABLE	972	https://concepticon.clld.org/parameters/972	NBL
the Sigule-Salang list	1209	denih	34	mogen	to be allowed	boleh, diperbolehkan	-	-	-	FALSE			ade denih	not allowed					ALLOW	3238	https://concepticon.clld.org/parameters/3238	NBL
the Sigule-Salang list	1210	keradja	NA	werken	to work	bekerja	756	774	851	TRUE	work								WORK (ACTIVITY)	1086	https://concepticon.clld.org/parameters/1086	NBL
the Sigule-Salang list	1211-1214/1220/1221	nioha	NA	dragen <unsp.>	to shoulder [ID_1211]; to carry on the head [ID_1212]; to carry something hanging from the hand [ID_1213]; to carry on the hip [ID_1214]; to carry on the back [ID_1220]; to carry in front of oneself [ID_1221]	memikul [ID_1211]; menjunjung (di atas kepala) [ID_1212]; menjinjing [ID_1213]; menggendong, mendukung [ID_1214]; memikul (di punggung) [ID_1220]; menggendong di muka (memeluk) [ID_1221]	130	-	-	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	1211-1214/1220/1221	ohāˈ	NA	dragen <unsp.>	to shoulder [ID_1211]; to carry on the head [ID_1212]; to carry something hanging from the hand [ID_1213]; to carry on the hip [ID_1214]; to carry on the back [ID_1220]; to carry in front of oneself [ID_1221]	memikul [ID_1211]; menjunjung (di atas kepala) [ID_1212]; menjinjing [ID_1213]; menggendong, mendukung [ID_1214]; memikul (di punggung) [ID_1220]; menggendong di muka (memeluk) [ID_1221]	130	-	-	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	1222	djagå	NA	waken	to wake, to watch	berjaga (dgn. sengaja tidak tidur)	757	775	853	FALSE									WAKE UP	1602	https://concepticon.clld.org/parameters/1602	NBL
the Sigule-Salang list	1225	mangongofaj	NA	loeren	to spy	mengintai	758	776	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1226	faieu	NA	wachten	to wait	menunggu	-	-	855	FALSE									WAIT (FOR)	1590	https://concepticon.clld.org/parameters/1590	NBL
the Sigule-Salang list	1227	långå	NA	horen	to hear	mendengar	-	777	856	TRUE	hear								HEAR	1408	https://concepticon.clld.org/parameters/1408	NBL
the Sigule-Salang list	1228	ninèehèˈ	NA	zien	to see	melihat	-	778	857	TRUE									SEE	1409	https://concepticon.clld.org/parameters/1409	NBL
the Sigule-Salang list	1228	niēla	NA	zien	to see	melihat	-	778	857	TRUE									SEE	1409	https://concepticon.clld.org/parameters/1409	NBL
the Sigule-Salang list	1229	njakó	NA	ruiken	to smell	mencium	-	779	858	TRUE	smell								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586	NBL
the Sigule-Salang list	1230	oerasasai	NA	voelen	to feel	merasai	-	-	859	FALSE									FEEL	1079	https://concepticon.clld.org/parameters/1079	NBL
the Sigule-Salang list	1233	manginoe	NA	slurpen	to slurp	menghirup	-	780	862	FALSE									CONSUME (DRINK OR EAT)	2787	https://concepticon.clld.org/parameters/2787	NBL
the Sigule-Salang list	1234	maisungěu	NA	snuiten	to blow the nose	membuang ingus	-	781	-	FALSE									BLOW (WITH NOSE)	2679	https://concepticon.clld.org/parameters/2679	NBL
the Sigule-Salang list	1236	malaindai oeako	NA	kussen	to kiss	mengecup	-	782	864	FALSE									KISS	578	https://concepticon.clld.org/parameters/578	NBL
the Sigule-Salang list	1237	niako	NA	snuiven	to sniff	mengendus	-	782	-	FALSE									SNIFF	375	https://concepticon.clld.org/parameters/375	NBL
the Sigule-Salang list	1238	bachakoe (soekå)	NA	liefhebben (iemd.)	to love	mencintai, mengasihi	158	163	865	FALSE									LOVE	923	https://concepticon.clld.org/parameters/923	NBL
the Sigule-Salang list	1239	afecheu mateudenni	NA	haten	to hate	benci	159	164	-	FALSE									HATE	1607	https://concepticon.clld.org/parameters/1607	NBL
the Sigule-Salang list	1240	mòlòchai	NA	jaloers	jealous	cemburu, iri hati	160	165	-	FALSE									JEALOUS	2821	https://concepticon.clld.org/parameters/2821	NBL
the Sigule-Salang list	1242	soekò	NA	wensen	to wish	mengharapkan	772	798	-	FALSE									DESIRE	2117	https://concepticon.clld.org/parameters/2117	NBL
the Sigule-Salang list	1243	bachaoe	NA	willen	to want	hendak	772	798	867	FALSE									WANT	1784	https://concepticon.clld.org/parameters/1784	NBL
the Sigule-Salang list	1245	boewaé (é)	NA	openen	to open	membuka	760	784	868	FALSE									OPEN	1156	https://concepticon.clld.org/parameters/1156	NBL
the Sigule-Salang list	1246	lĕngkĕp	NA	dicht doen	to close	menutup	761	785	869	FALSE									SHUT	1046	https://concepticon.clld.org/parameters/1046	NBL
the Sigule-Salang list	1248	ditambai (nitĕmon) soeoèn	NA	vermeerderen	to multiply, to add, to increase	mengalikan, menambah, memperbanyak	-	-	871	FALSE		adding the Indonsian for to multiply							INCREASE	1041	https://concepticon.clld.org/parameters/1041	NBL
the Sigule-Salang list	1251	ènoengeu	NA	raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit								HIT	1433	https://concepticon.clld.org/parameters/1433	NBL
the Sigule-Salang list	1253-1255	abéta aboentoeng	NA	breken <unsp.>	to break (a stick) [ID_1253]; to break (a rope) [ID_1254]; to shatter [ID_1255]	mematahkan (tongkat) [ID_1253]; memutuskan (tali) [ID_1254]; memecahkan [ID_1255]	764	788	876	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	1259	niòhe	35	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze		niohe	to pinch					SQUEEZE	1414	https://concepticon.clld.org/parameters/1414	NBL
the Sigule-Salang list	1259	tafeu	35	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze		tafeu	to squeeze					SQUEEZE	1414	https://concepticon.clld.org/parameters/1414	NBL
the Sigule-Salang list	1260/1261	alomin	NA	beginnen <unsp.>	to begin (tr.) [ID_1260]; to begin (intr.) [ID_1261]	mulai (tr.) [ID_1260]; mulai (intr.) [ID_1261]	765	790	879	FALSE									START	3449	https://concepticon.clld.org/parameters/3449	NBL
the Sigule-Salang list	1260/1261	nialoenèn	NA	beginnen <unsp.>	to begin (tr.) [ID_1260]; to begin (intr.) [ID_1261]	mulai (tr.) [ID_1260]; mulai (intr.) [ID_1261]	765	790	879	FALSE									START	3449	https://concepticon.clld.org/parameters/3449	NBL
the Sigule-Salang list	1262/1263	ŭtŭt	NA	eindigen <unsp.>	to finish (tr.) [ID_1262]; to finish (intr.) [ID_1263]	menyudahi (tr.) [ID_1262]; berhenti, selesai (intr.) [ID_1263]	766	791	880	FALSE									CEASE OR FINISH	2115	https://concepticon.clld.org/parameters/2115	NBL
the Sigule-Salang list	1264	aboaé	NA	binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie								TIE	1917	https://concepticon.clld.org/parameters/1917	NBL
the Sigule-Salang list	1264	beubeu	NA	binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie								TIE	1917	https://concepticon.clld.org/parameters/1917	NBL
the Sigule-Salang list	1265/1266	nibinieu	NA	verbergen, zich verbergen <unsp.>	to hide (something to hide) [ID_1265]; to hide [ID_1266]	menyembunyikan (sesuatu) [ID_1265]; bersembunyi [ID_1266]	768	793	-	FALSE									HIDE (CONCEAL)	602	https://concepticon.clld.org/parameters/602	NBL
the Sigule-Salang list	1267	iméuˈ	NA	vragen	to ask	bertanya	148	153	884	FALSE									ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309	NBL
the Sigule-Salang list	1270	eadeudeu	NA	weigeren	to refuse	menolak	770	795	887	FALSE									REFUSE	49	https://concepticon.clld.org/parameters/49	NBL
the Sigule-Salang list	1271	djoesta	NA	bedriegen	to cheat, to deceive	menipu	771	796	888	FALSE									DECEIVE	3230	https://concepticon.clld.org/parameters/3230	NBL
the Sigule-Salang list	1272	soelit	NA	liegen	to tell lies	berdusta	-	797	889	FALSE									LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601	NBL
the Sigule-Salang list	1274	niboōˈ	NA	weggooien	to throw away	membuang	-	-	891	TRUE	throw								THROW AWAY	3696	https://concepticon.clld.org/parameters/3696	NBL
the Sigule-Salang list	1275	boewang	NA	gooien, werpen	to throw	melempar, melontar	-	-	892	TRUE	throw								THROW	1456	https://concepticon.clld.org/parameters/1456	NBL
the Sigule-Salang list	1275	bōˈō	NA	gooien, werpen	to throw	melempar, melontar	-	-	892	TRUE	throw								THROW	1456	https://concepticon.clld.org/parameters/1456	NBL
the Sigule-Salang list	1277	nitoetoeng	NA	branden (onoverg.)	to burn (intr.)	sedang terbakar (intr.)	759	783	894	TRUE	burn								BURNING	1428	https://concepticon.clld.org/parameters/1428	NBL
the Sigule-Salang list	1278	nioˈō	NA	graven	to dig	menggali	773	799	895	TRUE	dig								DIG	1418	https://concepticon.clld.org/parameters/1418	NBL
the Sigule-Salang list	1279	bala	NA	gaan	to go	pergi	-	-	896	FALSE									GO	695	https://concepticon.clld.org/parameters/695	NBL
the Sigule-Salang list	1281	palenta	NA	uitzenden, bevelen	to send (out), to order, to command	menyuruh (pergi) memerintahkan	-	-	898	FALSE									COMMAND	1998	https://concepticon.clld.org/parameters/1998	NBL
the Sigule-Salang list	1282	toe afá	NA	zenden	to send	kirim (mengirim)	-	-	899	FALSE									SEND	1127	https://concepticon.clld.org/parameters/1127	NBL
the Sigule-Salang list	1283	malaindai	NA	komen	to come	datang	-	-	900	TRUE	come								COME	1446	https://concepticon.clld.org/parameters/1446	NBL
the Sigule-Salang list	1286	melangka	NA	vertrekken	to depart	berangkat	675	690	903	FALSE									LEAVE	1752	https://concepticon.clld.org/parameters/1752	NBL
the Sigule-Salang list	1287	faboecha	NA	ontmoeten	to meet	berjumpa dengan	-	-	904	FALSE									MEET	1831	https://concepticon.clld.org/parameters/1831	NBL
the Sigule-Salang list	1289	mefatoetoe	NA	verzamelen	to collect	mengumpulkan	-	-	906	FALSE									GATHER	7	https://concepticon.clld.org/parameters/7	NBL
the Sigule-Salang list	1291	nièntoˈ	NA	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit								STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133	NBL
the Sigule-Salang list	1292	mĕlè mĕlè	NA	wreken	to take revenge	membalas dendam	681	696	908	FALSE									REVENGE	495	https://concepticon.clld.org/parameters/495	NBL
the Sigule-Salang list	1293	amba	NA	een	one	satu	870	885	909	TRUE									ONE	1493	https://concepticon.clld.org/parameters/1493	NBL
the Sigule-Salang list	1293	ala	NA	een	one	satu	870	885	909	TRUE									ONE	1493	https://concepticon.clld.org/parameters/1493	NBL
the Sigule-Salang list	1294	doea	NA	twee	two	dua	871	886	910	TRUE									TWO	1498	https://concepticon.clld.org/parameters/1498	NBL
the Sigule-Salang list	1295	tigå	NA	drie	three	tiga	872	887	911	TRUE									THREE	492	https://concepticon.clld.org/parameters/492	NBL
the Sigule-Salang list	1295	tēloe	NA	drie	three	tiga	872	887	911	TRUE									THREE	492	https://concepticon.clld.org/parameters/492	NBL
the Sigule-Salang list	1296	euta	NA	vier	four	empat	873	888	912	TRUE		enpat (typo)							FOUR	1500	https://concepticon.clld.org/parameters/1500	NBL
the Sigule-Salang list	1297	lima	NA	vijf	five	lima	874	889	913	TRUE									FIVE	493	https://concepticon.clld.org/parameters/493	NBL
the Sigule-Salang list	1298	enam	NA	zes	six	enam	875	890	914	TRUE									SIX	1703	https://concepticon.clld.org/parameters/1703	NBL
the Sigule-Salang list	1298	ĕunĕ	NA	zes	six	enam	875	890	914	TRUE									SIX	1703	https://concepticon.clld.org/parameters/1703	NBL
the Sigule-Salang list	1299	toedjoeh	NA	zeven	seven	tujuh	876	891	915	TRUE									SEVEN	1704	https://concepticon.clld.org/parameters/1704	NBL
the Sigule-Salang list	1299	fitoe	NA	zeven	seven	tujuh	876	891	915	TRUE									SEVEN	1704	https://concepticon.clld.org/parameters/1704	NBL
the Sigule-Salang list	1300	åloe	NA	acht	eight	delapan	877	892	916	TRUE									EIGHT	1705	https://concepticon.clld.org/parameters/1705	NBL
the Sigule-Salang list	1301	siwa	NA	negen	nine	sembilan	878	893	917	TRUE									NINE	1483	https://concepticon.clld.org/parameters/1483	NBL
the Sigule-Salang list	1302	sapoeloeh	NA	tien	ten	sepuluh	879	894	918	TRUE									TEN	1515	https://concepticon.clld.org/parameters/1515	NBL
the Sigule-Salang list	1302	foeloeh	NA	tien	ten	sepuluh	879	894	918	TRUE									TEN	1515	https://concepticon.clld.org/parameters/1515	NBL
the Sigule-Salang list	1303	féléàla	NA	elf	eleven	sebelas	880	895	919	TRUE									ELEVEN	1706	https://concepticon.clld.org/parameters/1706	NBL
the Sigule-Salang list	1304	fēlin doea	NA	twaalf	twelve	dua belas	881	896	920	TRUE									TWELVE	1707	https://concepticon.clld.org/parameters/1707	NBL
the Sigule-Salang list	1304	fele doea	NA	twaalf	twelve	dua belas	881	896	920	TRUE									TWELVE	1707	https://concepticon.clld.org/parameters/1707	NBL
the Sigule-Salang list	1305	tigå balè	NA	dertien	thirteen	tiga belas	882	897	921	FALSE									THIRTEEN	1708	https://concepticon.clld.org/parameters/1708	NBL
the Sigule-Salang list	1311	fèlèsewa	NA	negentien	nineteen	sembilan belas	888	899	922	FALSE									NINETEEN	1714	https://concepticon.clld.org/parameters/1714	NBL
the Sigule-Salang list	1312	doea foeloeh	NA	twintig	twenty	dua puluh	889	900	923	TRUE									TWENTY	1710	https://concepticon.clld.org/parameters/1710	NBL
the Sigule-Salang list	1313	doea poeloeh dale	NA	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE									TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734	NBL
the Sigule-Salang list	1315	då foeloeh lima	NA	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE									TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738	NBL
the Sigule-Salang list	1316	tigå poeloeh	NA	dertig	thirty	tiga puluh	892	903	925	FALSE									THIRTY	1715	https://concepticon.clld.org/parameters/1715	NBL
the Sigule-Salang list	1317	eufa foeloeh	NA	veertig	fourty	empat puluh	893	904	926	FALSE									FORTY	1716	https://concepticon.clld.org/parameters/1716	NBL
the Sigule-Salang list	1318	lima foeloeh	NA	vijftig	fifty	lima puluh	894	905	927	FALSE									FIFTY	1717	https://concepticon.clld.org/parameters/1717	NBL
the Sigule-Salang list	1319	euneunga foeloeh	NA	zestig	sixty	enam puluh	895	906	928	FALSE									SIXTY	1718	https://concepticon.clld.org/parameters/1718	NBL
the Sigule-Salang list	1323	saratoei	NA	honderd	hundred	seratus	896	907	932	TRUE									HUNDRED	1634	https://concepticon.clld.org/parameters/1634	NBL
the Sigule-Salang list	1323	ōtoe	NA	honderd	hundred	seratus	896	907	932	TRUE									HUNDRED	1634	https://concepticon.clld.org/parameters/1634	NBL
the Sigule-Salang list	1324	sariboe	NA	duizend	thousand	seribu	897	908	933	TRUE									THOUSAND	1843	https://concepticon.clld.org/parameters/1843	NBL
the Sigule-Salang list	1325	foeloeh ngalipati	NA	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE									TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078	NBL
the Sigule-Salang list	1326	matongah	NA	een half	a half	setengah	899	910	935	FALSE									HALF	816	https://concepticon.clld.org/parameters/816	NBL
the Sigule-Salang list	1327	bagi empèt	NA	een kwart	a quarter	seperempat	900	911	936	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1327	saper empet	NA	een kwart	a quarter	seperempat	900	911	936	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1328	acholi	NA	eenmaal	once	sekali	901	912	937	FALSE									ONE TIME	374	https://concepticon.clld.org/parameters/374	NBL
the Sigule-Salang list	1329	dàˈcholi	NA	tweemaal	twice	dua kali	902	913	938	FALSE									TWICE	1546	https://concepticon.clld.org/parameters/1546	NBL
the Sigule-Salang list	1330/1331	aféhé åfeuna	NA	de eerste <unsp.>	first (in space) [ID_1330]; first (in time) [ID_1331]	pertama [ID_1330]; pertama kali [ID_1331]	903	914	939	FALSE									FIRST	728	https://concepticon.clld.org/parameters/728	NBL
the Sigule-Salang list	1332/1333	daloea	NA	de tweede <unsp.>	second (in space) [ID_1332]; second (in time) [ID_1333]	kedua [ID_1332]; kedua kali [ID_1333]	904	915	940	FALSE									SECOND	1384	https://concepticon.clld.org/parameters/1384	NBL
the Sigule-Salang list	1336/1337	kahabisan	NA	de laatste <unsp.>	the last (in space) [ID_1336]; the last (in time) [ID_1337]	terakhir [ID_1336]; terakhir kali [ID_1337]	905	916	942	FALSE									LAST (FINAL)	1529	https://concepticon.clld.org/parameters/1529	NBL
the Sigule-Salang list	1338	lamofè	NA	hoeveel	how much, how many	berapa	825	842	943	FALSE									HOW MANY	822	https://concepticon.clld.org/parameters/822	NBL
the Sigule-Salang list	1339	ogaja	NA	veel	many, much	banyak	826	843	944	TRUE	many								MANY	1198	https://concepticon.clld.org/parameters/1198	NBL
the Sigule-Salang list	1340	eutofé	NA	weinig	few, a little	sedikit	827	844	945	TRUE	few								A LITTLE	2924	https://concepticon.clld.org/parameters/2924	NBL
the Sigule-Salang list	1341	failawa	NA	op	finished	habis	823	840	946	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1347	<bawa²?>	NA	meer	more	lebih	828	845	952	FALSE									MORE	1992	https://concepticon.clld.org/parameters/1992	NBL
the Sigule-Salang list	1351	alènè	NA	geheel	whole	sama sekali	-	-	955	FALSE									WHOLE	2277	https://concepticon.clld.org/parameters/2277	NBL
the Sigule-Salang list	1351	makale	NA	geheel	whole	sama sekali	-	-	955	FALSE									WHOLE	2277	https://concepticon.clld.org/parameters/2277	NBL
the Sigule-Salang list	1353	samå²	36	gelijk	alike, similar	mirip, sama	-	-	957	FALSE			falawo	flat	rata				SIMILAR	1558	https://concepticon.clld.org/parameters/1558	NBL
the Sigule-Salang list	1353	falawan	36	gelijk	alike, similar	mirip, sama	-	-	957	FALSE			falawo	flat	rata				SIMILAR	1558	https://concepticon.clld.org/parameters/1558	NBL
the Sigule-Salang list	1354	(lentōˈ)	NA	genoeg	enough	cukup	-	-	958	FALSE									ENOUGH	1881	https://concepticon.clld.org/parameters/1881	NBL
the Sigule-Salang list	1354	tjokoei	NA	genoeg	enough	cukup	-	-	958	FALSE									ENOUGH	1881	https://concepticon.clld.org/parameters/1881	NBL
the Sigule-Salang list	1357	jotō	NA	ik	I	saya	837	853	960	TRUE									I	1209	https://concepticon.clld.org/parameters/1209	NBL
the Sigule-Salang list	1359	<ègeu?>	NA	gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou								THOU	1215	https://concepticon.clld.org/parameters/1215	NBL
the Sigule-Salang list	1360	<ègeu?>	NA	gij (meerv.) <jullie>	you (pl.)	kamu sekalian	842	-	-	TRUE	ye								YOU	1213	https://concepticon.clld.org/parameters/1213	NBL
the Sigule-Salang list	1361	<ègeu?>	NA	gij (met uitsluiting v.afwezigen)	you all (excluding those absent)	kamu sekalian (tidak termasuk yang tidak hadir)	843	-	-	FALSE									YOU	1213	https://concepticon.clld.org/parameters/1213	NBL
the Sigule-Salang list	1362	mekeuhan manoefa	NA	gijlieden	you	kamu sekalian	844	859	966	FALSE									YOU	1213	https://concepticon.clld.org/parameters/1213	NBL
the Sigule-Salang list	1363	feuˈi	NA	hij	he	ia, kata ganti orang ke III tunggal (laki-laki)	839	855	963	TRUE									HE	1211	https://concepticon.clld.org/parameters/1211	NBL
the Sigule-Salang list	1364	ofeu i	NA	zij	she	ia, kata ganti orang ke III tunggal (perempuan)	-	-	963	TRUE									SHE	1834	https://concepticon.clld.org/parameters/1834	NBL
the Sigule-Salang list	1365	euta	NA	wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)								WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131	NBL
the Sigule-Salang list	1366	euta	NA	wij (met uitsluiting der toegesproken persoon)	we (exclusive)	kami (kata ganti orang ke II jamak)	841	857	965	TRUE	we (excl.)								WE (EXCLUSIVE)	1130	https://concepticon.clld.org/parameters/1130	NBL
the Sigule-Salang list	1367/1368	<ofeu i?>	NA	zij <unsp.>	they (female) [ID_1367]; they (male) [ID_1368]	mereka, kata ganti orang ke III jamak (perempuan) [ID_1367]; mereka, kata ganti orang ke III jamak (laki-laki) [ID_1368]	-	-	967	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	1373/1374	<tjeugeu?>	NA	uw <unsp.>	your (sing.) [ID_1373]; your (pl.) [ID_1374]	kata ganti empunya orang ke II tunggal [ID_1373]; kata ganti empunya orang ke II jamak [ID_1374]	847	862	970	FALSE									YOUR (SINGULAR)	732	https://concepticon.clld.org/parameters/732	NBL
the Sigule-Salang list	1375/1376	ihi	NA	hun <unsp.>	their (female) [ID_1375]; their (male) [ID_1376]	kata ganti empunya orang ke III jamak (perempuan) [ID_1375]; kata ganti empunya orang ke III jamak (laki-laki) [ID_1376]	848	863	971	FALSE									THEIR	2400	https://concepticon.clld.org/parameters/2400	NBL
the Sigule-Salang list	1375/1376	nampoen	NA	hun <unsp.>	their (female) [ID_1375]; their (male) [ID_1376]	kata ganti empunya orang ke III jamak (perempuan) [ID_1375]; kata ganti empunya orang ke III jamak (laki-laki) [ID_1376]	848	863	971	FALSE									THEIR	2400	https://concepticon.clld.org/parameters/2400	NBL
the Sigule-Salang list	1378	(h)ōˈ	NA	zijn	his	kata ganti empunya orang ke III tunggal (laki-laki)	849	864	972	FALSE									HIS (GENITIVE OF HE)	2473	https://concepticon.clld.org/parameters/2473	NBL
the Sigule-Salang list	1379	èta ae	NA	wie	who?	siapa	850	865	973	TRUE	who								WHO	1235	https://concepticon.clld.org/parameters/1235	NBL
the Sigule-Salang list	1380	aiteu é	NA	wat	what?	apa	851	866	974	TRUE	what								WHAT	1236	https://concepticon.clld.org/parameters/1236	NBL
the Sigule-Salang list	1382	ahōˈ	NA	welke	which?	mana, (yang) mana	852	867	-	FALSE									WHICH	727	https://concepticon.clld.org/parameters/727	NBL
the Sigule-Salang list	1383	ménén	NA	deze	this	ini	853	868	976	TRUE									THIS	1214	https://concepticon.clld.org/parameters/1214	NBL
the Sigule-Salang list	1385/1386	naié	NA	die <unsp.>	that (nearby) [ID_1385]; that (faraway) [ID_1386]	itu (dekatmu) [ID_1385]; itu (di sana) [ID_1386]	854	869	-	FALSE									THAT	78	https://concepticon.clld.org/parameters/78	NBL
the Sigule-Salang list	1387	adehoe mihan	NA	gindse	overthere, yonder	itu (di sana)	-	-	978	FALSE									OVER THERE	3411	https://concepticon.clld.org/parameters/3411	NBL
the Sigule-Salang list	1388	mandèè	NA	hier	here	di sini	855	870	979	TRUE									HERE	136	https://concepticon.clld.org/parameters/136	NBL
the Sigule-Salang list	1389	mèhĕn	NA	daar (bij U)	there (near hearer)	di situ (di sebelah pendengar)	856	871	980	FALSE									THERE	1937	https://concepticon.clld.org/parameters/1937	NBL
the Sigule-Salang list	1390	adehoe milan	NA	ginds	there	di sana	-	-	981	TRUE									THERE	1937	https://concepticon.clld.org/parameters/1937	NBL
the Sigule-Salang list	1390	aaihan	NA	ginds	there	di sana	-	-	981	TRUE									THERE	1937	https://concepticon.clld.org/parameters/1937	NBL
the Sigule-Salang list	1391	naié	NA	die (betrekkelijk voornaamwoord)	which, who, that	yang	-	-	982	FALSE									WHICH	727	https://concepticon.clld.org/parameters/727	NBL
the Sigule-Salang list	1394	loewoe	37	dag (en tijden van dag)	day	hari	781	805	983	TRUE			labewo	in the afternoon					DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260	NBL
the Sigule-Salang list	1394	loewoe	37	dag (en tijden van dag)	day	hari	781	805	983	TRUE			sóbó	in the morning					DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260	NBL
the Sigule-Salang list	1394	loewoe	37	dag (en tijden van dag)	day	hari	781	805	983	TRUE			boewasa	fast day					DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260	NBL
the Sigule-Salang list	1395	alembōˈ	38	week	week	mlnggu	782	-	-	FALSE			fitoe boengi	a week					WEEK	1469	https://concepticon.clld.org/parameters/1469	NBL
